bill_bill_type,bill_billing_entity,bill_billing_period_end_date,bill_billing_period_start_date,bill_invoice_id,bill_invoicing_entity,bill_payer_account_id,bill_payer_account_name,cost_category,discount,discount_bundled_discount,discount_total_discount,identity_line_item_id,identity_time_interval,line_item_availability_zone,line_item_blended_cost,line_item_blended_rate,line_item_currency_code,line_item_legal_entity,line_item_line_item_description,line_item_line_item_type,line_item_net_unblended_cost,line_item_net_unblended_rate,line_item_normalization_factor,line_item_normalized_usage_amount,line_item_operation,line_item_product_code,line_item_resource_id,line_item_tax_type,line_item_unblended_cost,line_item_unblended_rate,line_item_usage_account_id,line_item_usage_account_name,line_item_usage_amount,line_item_usage_end_date,line_item_usage_start_date,line_item_usage_type,pricing_currency,pricing_lease_contract_length,pricing_offering_class,pricing_public_on_demand_cost,pricing_public_on_demand_rate,pricing_purchase_option,pricing_rate_code,pricing_rate_id,pricing_term,pricing_unit,product,product_comment,product_fee_code,product_fee_description,product_from_location,product_from_location_type,product_from_region_code,product_instance_family,product_instance_type,product_instancesku,product_location,product_location_type,product_operation,product_pricing_unit,product_product_family,product_region_code,product_servicecode,product_sku,product_to_location,product_to_location_type,product_to_region_code,product_usagetype,reservation_amortized_upfront_cost_for_usage,reservation_amortized_upfront_fee_for_billing_period,reservation_availability_zone,reservation_effective_cost,reservation_end_time,reservation_modification_status,reservation_net_amortized_upfront_cost_for_usage,reservation_net_amortized_upfront_fee_for_billing_period,reservation_net_effective_cost,reservation_net_recurring_fee_for_usage,reservation_net_unused_amortized_upfront_fee_for_billing_period,reservation_net_unused_recurring_fee,reservation_net_upfront_value,reservation_normalized_units_per_reservation,reservation_number_of_reservations,reservation_recurring_fee_for_usage,reservation_reservation_a_r_n,reservation_start_time,reservation_subscription_id,reservation_total_reserved_normalized_units,reservation_total_reserved_units,reservation_units_per_reservation,reservation_unused_amortized_upfront_fee_for_billing_period,reservation_unused_normalized_unit_quantity,reservation_unused_quantity,reservation_unused_recurring_fee,reservation_upfront_value,resource_tags,savings_plan_amortized_upfront_commitment_for_billing_period,savings_plan_end_time,savings_plan_instance_type_family,savings_plan_net_amortized_upfront_commitment_for_billing_period,savings_plan_net_recurring_commitment_for_billing_period,savings_plan_net_savings_plan_effective_cost,savings_plan_offering_type,savings_plan_payment_option,savings_plan_purchase_term,savings_plan_recurring_commitment_for_billing_period,savings_plan_region,savings_plan_savings_plan_a_r_n,savings_plan_savings_plan_effective_cost,savings_plan_savings_plan_rate,savings_plan_start_time,savings_plan_total_commitment_to_date,savings_plan_used_commitment
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,x2pwsmd2kpdvima6rq44ofap4nkjxwtc6b237vxqpeds2wy7dnnq,2024-05-15T00:00:00Z/2024-05-16T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,DescribeKey,awskms,arn:aws:kms:ap-south-1:016266444216:key/ec2dc86a-446c-459a-ab5b-2f3d503cc183,,0.0,0.0000000000,016266444216,sajeeth pasha,2.0,2024-05-15T17:00:00.000Z,2024-05-15T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,6.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,gtecng2fqlwnv643glqjq4d6jjstekwydbxaf4cgaizfxpfmeqla,2024-05-15T00:00:00Z/2024-05-16T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,GetKeyPolicy,awskms,arn:aws:kms:ap-south-1:016266444216:key/45e5c6d0-aee1-413d-a295-ffacc912f9af,,0.0,0.0000000000,016266444216,sajeeth pasha,1.0,2024-05-15T01:00:00.000Z,2024-05-15T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,3.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,vdgaqb2hyqdg46igrtmm7cnybsa2q3yckym33azxrwphncnmib4a,2024-05-15T00:00:00Z/2024-05-16T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,GetKeyPolicy,awskms,arn:aws:kms:ap-south-1:016266444216:key/4c5abe89-4743-476d-9f24-7beec47926c1,,0.0,0.0000000000,016266444216,sajeeth pasha,1.0,2024-05-15T01:00:00.000Z,2024-05-15T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,3.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,uvwcq2xsewniff7ap6czs2hnzxgrlgu6sxbd4tvnxydvsqozulxa,2024-05-15T00:00:00Z/2024-05-16T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,GetKeyPolicy,awskms,arn:aws:kms:ap-south-1:016266444216:key/ec2dc86a-446c-459a-ab5b-2f3d503cc183,,0.0,0.0000000000,016266444216,sajeeth pasha,1.0,2024-05-15T01:00:00.000Z,2024-05-15T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,3.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,uv6uoxv2i5it23zhjbcx3rdfl2hxvejzl6jwhgglvtyshnbtolua,2024-05-15T00:00:00Z/2024-05-16T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,ListKeys,awskms,,,0.0,0.0000000000,016266444216,sajeeth pasha,2.0,2024-05-15T11:00:00.000Z,2024-05-15T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,6.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,7enk7qf6xltl7xaul6hh65j2z7t4hle77ftjlj6534gkl3j7ieiq,2024-05-16T00:00:00Z/2024-05-17T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,DescribeKey,awskms,arn:aws:kms:ap-south-1:016266444216:key/45e5c6d0-aee1-413d-a295-ffacc912f9af,,0.0,0.0000000000,016266444216,sajeeth pasha,2.0,2024-05-16T17:00:00.000Z,2024-05-16T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,6.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,df2moytk3l7vznxxylgrx6w3urp5oizcxv6v4x7jujqwftvwr2mq,2024-05-16T00:00:00Z/2024-05-17T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,DescribeKey,awskms,arn:aws:kms:ap-south-1:016266444216:key/4c5abe89-4743-476d-9f24-7beec47926c1,,0.0,0.0000000000,016266444216,sajeeth pasha,2.0,2024-05-16T17:00:00.000Z,2024-05-16T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,6.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,x2pwsmd2kpdvima6rq44ofap4nkjxwtc6b237vxqpeds2wy7dnnq,2024-05-16T00:00:00Z/2024-05-17T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,DescribeKey,awskms,arn:aws:kms:ap-south-1:016266444216:key/ec2dc86a-446c-459a-ab5b-2f3d503cc183,,0.0,0.0000000000,016266444216,sajeeth pasha,2.0,2024-05-16T17:00:00.000Z,2024-05-16T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,6.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,gtecng2fqlwnv643glqjq4d6jjstekwydbxaf4cgaizfxpfmeqla,2024-05-16T00:00:00Z/2024-05-17T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,GetKeyPolicy,awskms,arn:aws:kms:ap-south-1:016266444216:key/45e5c6d0-aee1-413d-a295-ffacc912f9af,,0.0,0.0000000000,016266444216,sajeeth pasha,1.0,2024-05-16T01:00:00.000Z,2024-05-16T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,3.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,vdgaqb2hyqdg46igrtmm7cnybsa2q3yckym33azxrwphncnmib4a,2024-05-16T00:00:00Z/2024-05-17T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,GetKeyPolicy,awskms,arn:aws:kms:ap-south-1:016266444216:key/4c5abe89-4743-476d-9f24-7beec47926c1,,0.0,0.0000000000,016266444216,sajeeth pasha,1.0,2024-05-16T01:00:00.000Z,2024-05-16T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,3.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,uvwcq2xsewniff7ap6czs2hnzxgrlgu6sxbd4tvnxydvsqozulxa,2024-05-16T00:00:00Z/2024-05-17T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,GetKeyPolicy,awskms,arn:aws:kms:ap-south-1:016266444216:key/ec2dc86a-446c-459a-ab5b-2f3d503cc183,,0.0,0.0000000000,016266444216,sajeeth pasha,1.0,2024-05-16T01:00:00.000Z,2024-05-16T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,3.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,uv6uoxv2i5it23zhjbcx3rdfl2hxvejzl6jwhgglvtyshnbtolua,2024-05-16T00:00:00Z/2024-05-17T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,ListKeys,awskms,,,0.0,0.0000000000,016266444216,sajeeth pasha,1.0,2024-05-16T01:00:00.000Z,2024-05-16T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,3.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,7enk7qf6xltl7xaul6hh65j2z7t4hle77ftjlj6534gkl3j7ieiq,2024-05-17T00:00:00Z/2024-05-18T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,DescribeKey,awskms,arn:aws:kms:ap-south-1:016266444216:key/45e5c6d0-aee1-413d-a295-ffacc912f9af,,0.0,0.0000000000,016266444216,sajeeth pasha,2.0,2024-05-17T17:00:00.000Z,2024-05-17T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,6.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,df2moytk3l7vznxxylgrx6w3urp5oizcxv6v4x7jujqwftvwr2mq,2024-05-17T00:00:00Z/2024-05-18T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,DescribeKey,awskms,arn:aws:kms:ap-south-1:016266444216:key/4c5abe89-4743-476d-9f24-7beec47926c1,,0.0,0.0000000000,016266444216,sajeeth pasha,2.0,2024-05-17T17:00:00.000Z,2024-05-17T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,6.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,x2pwsmd2kpdvima6rq44ofap4nkjxwtc6b237vxqpeds2wy7dnnq,2024-05-17T00:00:00Z/2024-05-18T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,DescribeKey,awskms,arn:aws:kms:ap-south-1:016266444216:key/ec2dc86a-446c-459a-ab5b-2f3d503cc183,,0.0,0.0000000000,016266444216,sajeeth pasha,2.0,2024-05-17T17:00:00.000Z,2024-05-17T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,6.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,gtecng2fqlwnv643glqjq4d6jjstekwydbxaf4cgaizfxpfmeqla,2024-05-17T00:00:00Z/2024-05-18T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,GetKeyPolicy,awskms,arn:aws:kms:ap-south-1:016266444216:key/45e5c6d0-aee1-413d-a295-ffacc912f9af,,0.0,0.0000000000,016266444216,sajeeth pasha,1.0,2024-05-17T01:00:00.000Z,2024-05-17T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,3.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,vdgaqb2hyqdg46igrtmm7cnybsa2q3yckym33azxrwphncnmib4a,2024-05-17T00:00:00Z/2024-05-18T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,GetKeyPolicy,awskms,arn:aws:kms:ap-south-1:016266444216:key/4c5abe89-4743-476d-9f24-7beec47926c1,,0.0,0.0000000000,016266444216,sajeeth pasha,1.0,2024-05-17T01:00:00.000Z,2024-05-17T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,3.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,uvwcq2xsewniff7ap6czs2hnzxgrlgu6sxbd4tvnxydvsqozulxa,2024-05-17T00:00:00Z/2024-05-18T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,GetKeyPolicy,awskms,arn:aws:kms:ap-south-1:016266444216:key/ec2dc86a-446c-459a-ab5b-2f3d503cc183,,0.0,0.0000000000,016266444216,sajeeth pasha,1.0,2024-05-17T01:00:00.000Z,2024-05-17T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,3.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
Anniversary,AWS,2024-06-01T00:00:00.000Z,2024-05-01T00:00:00.000Z,,,016266444216,sajeeth pasha,{},{},,,uv6uoxv2i5it23zhjbcx3rdfl2hxvejzl6jwhgglvtyshnbtolua,2024-05-17T00:00:00Z/2024-05-18T00:00:00Z,,0.0,0.0000000000,USD,"",$0.00 per request - Monthly Global Free Tier for KMS requests,Usage,,,0.0,0.0,ListKeys,awskms,,,0.0,0.0000000000,016266444216,sajeeth pasha,1.0,2024-05-17T01:00:00.000Z,2024-05-17T00:00:00.000Z,ap-south-1-KMS-Requests,USD,,,3.0E-6,0.0000030000,,GAG46BCKTJNCPRCD.FSFDKQD35U.6YS6EN2CT7,27116843582,,Requests,"{""product_name"":""AWS Key Management Service"",""region"":""ap-south-1"",""servicename"":""AWS Key Management Service"",""group_description"":""All AWS KMS API requests"",""group"":""awskms-APIRequest-All""}",,,,,,,,,,Asia Pacific (Mumbai),AWS Region,,,API Request,ap-south-1,awskms,GAG46BCKTJNCPRCD,,,,ap-south-1-KMS-Requests,0.0,0.0,,0.0,,,,,,,,,,"","",0.0,,,7705136936,"","","",0.0,0.0,0.0,0.0,0.0,{},0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0
